"suburb","built_up","year"
"Belgrave Heights",295.55,2010
"Belgrave South",106.05,2010
"Bell Park",2303.81,2010
"Bell Post Hill",978.76,2010
"Bellarine",61.95,2010
"Bellbrae",44.93,2010
"Bellfield",1777.86,2010
"Bells Beach",35.38,2010
"Belmont",1800.68,2010
"Bena",23.68,2010
"Bend of Islands",11.65,2010
"Benloch",9.67,2010
"Bentleigh",2419.49,2010
"Bentleigh East",2286.93,2010
"Beremboke",12.51,2010
"Berwick",957.46,2010
"Beveridge",16.46,2010
"Big Hill",3.84,2010
"Big Pats Creek",4.86,2010
"Bittern",293.83,2010
"Black Rock",1540.48,2010
"Blackburn",1579.69,2010
"Blackburn North",1857.23,2010
"Blackburn South",1932.16,2010
"Blackwood",4.71,2010
"Blairgowrie",1586.21,2010
"Blakeville",0.79,2010
"Blampied",14.66,2010
"Blind Bight",245.04,2010
"Bolinda",18.45,2010
"Bolwarrah",3.85,2010
"Bona Vista",28.83,2010
"Bonbeach",1700.38,2010
"Boneo",63.35,2010
"Bonnie Brook",44.21,2010
"Boonah",1.73,2010
"Boronia",1542.15,2010
"Botanic Ridge",345.89,2010
"Box Hill",1983.28,2010
"Box Hill North",1978.19,2010
"Box Hill South",1809.24,2010
"Braeside",1177.13,2010
"Brandy Creek",37.61,2010
"Bravington",37.58,2010
"Braybrook",2109.78,2010
"Breakwater",1350.97,2010
"Breamlea",103.37,2010
"Briar Hill",1659.8,2010
"Brighton",2168.15,2010
"Brighton East",2094.42,2010
"Broadford",65.26,2010
"Broadmeadows",1707.13,2010
"Brookfield",560.33,2010
"Brooklyn",1729.28,2010
"Brunswick",2662.39,2010
"Brunswick East",2202.28,2010
"Brunswick West",2233.15,2010
"Buckley",13.28,2010
"Buffalo",12.92,2010
"Bulla",57.56,2010
"Bullarook",17.18,2010
"Bullarto",8.05,2010
"Bullarto South",5.98,2010
"Bulleen",1434.91,2010
"Bullengarook",10,2010
"Buln Buln",49.6,2010
"Buln Buln East",15.07,2010
"Bunding",11.22,2010
"Bundoora",1164.52,2010
"Bungal",4.95,2010
"Bungaree",28.72,2010
"Bunyip",162.74,2010
"Bunyip North",23.57,2010
"Burnley",687.45,2010
"Burnside",1208.94,2010
"Burnside Heights",1400,2010
"Burwood",1862.02,2010
"Burwood East",1886.8,2010
"Buxton",13.63,2010
"Bylands",7.32,2010
"Cadello",20.83,2010
"Cairnlea",1448.18,2010
"Calder Park",88,2010
"Caldermeade",19.17,2010
"Cambarville",0.02,2010
"Camberwell",2014.84,2010
"Campbellfield",2177.19,2010
"Campbelltown",5.32,2010
"Cannons Creek",134.71,2010
"Canterbury",2014.47,2010
"Cape Paterson",153.73,2010
"Cape Schanck",46.51,2010
"Cape Woolamai",623.63,2010
"Capel Sound",1550.61,2010
"Cardinia",46.77,2010
"Carlsruhe",18.82,2010
"Carlton",2560.25,2010
"Carlton North",1865.7,2010
"Carnegie",2393.01,2010
"Caroline Springs",1546.21,2010
"Carrum",2255.79,2010
"Carrum Downs",1107.83,2010
"Castella",11.41,2010
"Catani",37.49,2010
"Cathkin",3.29,2010
"Caulfield",2576.67,2010
"Caulfield East",1250.03,2010
"Caulfield North",2419.34,2010
"Caulfield South",2383.11,2010
"Ceres",50.58,2010
"Chadstone",1962.48,2010
"Charlemont",108.16,2010
"Chelsea",2363.31,2010
"Chelsea Heights",1555.74,2010
"Cheltenham",2099.02,2010
"Cherokee",8.82,2010
"Chintin",9.32,2010
"Chirnside Park",376.79,2010
"Christmas Hills",11.09,2010
"Chum Creek",30.66,2010
"Churchill Island",19.07,2010
"Clarendon",18.7,2010
"Claretown",14.08,2010
"Clarinda",1500.17,2010
"Clarkefield",10.27,2010
"Clarkes Hill",19.05,2010
"Clayton",2298.55,2010
"Clayton South",1769.3,2010
"Clematis",61.19,2010
"Clifton Hill",1998.77,2010
"Clifton Springs",1352.89,2010
"Clonbinane",2.33,2010
"Cloverlea",25.69,2010
"Clyde",95.93,2010
"Clyde North",134.89,2010
"Clydesdale",8.38,2010
"Cobaw",11.93,2010
"Cobblebank",133.03,2010
"Coburg",2291.55,2010
"Coburg North",1906.85,2010
"Cockatoo",61.2,2010
"Cocoroc",8.68,2010
"Coimadai",14.24,2010
"Colbrook",7.47,2010
"Coldstream",66.97,2010
"Collingwood",2843.32,2010
"Connewarre",30.54,2010
"Coolaroo",2112.5,2010
"Coomoora",33.53,2010
"Cora Lynn",47.67,2010
"Corinella",126.11,2010
"Corio",1107.35,2010
"Coronet Bay",417.58,2010
"Cottles Bridge",21.36,2010
"Cowes",613.11,2010
"Craigieburn",758.99,2010
"Cranbourne",1044.65,2010
"Cranbourne East",587.88,2010
"Cranbourne North",1146.43,2010
"Cranbourne South",218.08,2010
"Cranbourne West",661.95,2010
"Cremorne",2646.24,2010
"Crib Point",560.87,2010
"Crossover",21.02,2010
"Croydon",1414.66,2010
"Croydon Hills",1323.48,2010
"Croydon North",1256.14,2010
"Croydon South",1708.68,2010
"Curlewis",78.6,2010
"Dales Creek",66.19,2010
"Dallas",2079.01,2010
"Dalmore",56.84,2010
"Dalyston",70.64,2010
"Dandenong",2070.17,2010
"Dandenong North",1588.04,2010
"Dandenong South",1734.42,2010
"Darley",313.94,2010
"Darnum",47.13,2010
"Darraweit Guim",10.58,2010
"Daylesford",127.62,2010
"Dean",15.34,2010
"Deanside",65.2,2010
"Deepdene",1989.33,2010
"Deer Park",1716.64,2010
"Delahey",1664.76,2010
"Denver",12.28,2010
"Derrimut",1172.25,2010
"Devils River",1.51,2010
"Devon Meadows",244.91,2010
"Dewhurst",26.7,2010
"Diamond Creek",420.41,2010
"Diggers Rest",59.35,2010
"Dingley Village",1269.77,2010
"Dixons Creek",21.74,2010
"Docklands",1670.93,2010
"Don Valley",31.09,2010
"Doncaster",1694.3,2010
"Doncaster East",1716.25,2010
"Donnybrook",16.01,2010
"Donvale",763.95,2010
"Doreen",323.23,2010
"Doveton",1790.69,2010
"Dromana",359.49,2010
"Drouin",231.76,2010
"Drouin East",43.08,2010
"Drouin South",28.46,2010
"Drouin West",40.42,2010
"Drumcondra",2429.72,2010
"Drummond",10.89,2010
"Drummond North",11.48,2010
"Dry Diggings",8.46,2010
"Drysdale",193.27,2010
"Dunnstown",31.41,2010
"Durdidwarrah",3.62,2010
"Eaglemont",1492.26,2010
"East Geelong",1419.56,2010
"East Melbourne",1399.41,2010
"East Warburton",2.86,2010
"Eastern View",6.48,2010
"Eden Park",64.01,2010
"Edgecombe",22.84,2010
"Edithvale",2230.55,2010
"Eganstown",5.53,2010
"Eildon",5.88,2010
"Elaine",8.11,2010
"Elevated Plains",12.63,2010
"Elizabeth Island",21.29,2010
"Ellinbank",31.12,2010
"Elsternwick",2484.11,2010
"Eltham",694.9,2010
"Eltham North",1038.99,2010
"Elwood",2167.9,2010
"Emerald",49.08,2010
"Endeavour Hills",1095.48,2010
"Epping",767.53,2010
"Essendon",2258.52,2010
"Essendon Fields",655.79,2010
"Essendon North",2029.42,2010
"Essendon West",1142.39,2010
"Eumemmerring",1610.42,2010
"Exford",35.41,2010
"Eynesbury",17.37,2010
"Fairbank",13.94,2010
"Fairfield",1353.12,2010
"Fairhaven",223.98,2010
"Fawcett",3.69,2010
"Fawkner",2054.62,2010
"Fern Hill",17.62,2010
"Ferndale",9.44,2010
"Fernshaw",0,2010
"Ferntree Gully",1630.04,2010
"Ferny Creek",125.74,2010
"Fieldstone",43.14,2010
"Fingal",114.29,2010
"Fiskville",12.73,2010
"Fitzroy",2654.9,2010
"Fitzroy North",2363.84,2010
"Flemington",1462.57,2010
"Flinders",60.94,2010
"Flowerdale",6.14,2010
"Footscray",2101.42,2010
"Forbes",10.81,2010
"Forest Hill",1791.36,2010
"Franklinford",8.5,2010
"Frankston",1738.67,2010
"Frankston North",1018.02,2010
"Frankston South",1074.86,2010
"Fraser Rise",88.75,2010
"French Island",4.36,2010
"Freshwater Creek",29.63,2010
"Fryerstown",9.49,2010
"Fyansford",55.67,2010
"Gainsborough",42.66,2010
"Gardenvale",2323.8,2010
"Garfield",116.41,2010
"Garfield North",23.2,2010
"Geelong",2451.51,2010
"Geelong West",2853.99,2010
"Gembrook",7.8,2010
"Gentle Annie",0.03,2010
"Gherang",26.58,2010
"Gheringhap",21.93,2010
"Ghin Ghin",3.57,2010
"Gilderoy",3.8,2010
"Gisborne",79.9,2010
"Gisborne South",57.65,2010
"Gladstone Park",1817.81,2010
"Gladysdale",24.47,2010
"Glen Alvie",22.69,2010
"Glen Forbes",28.15,2010
"Glen Huntly",2330.33,2010
"Glen Iris",1873.02,2010
"Glen Waverley",1750.42,2010
"Glenaroua",4.54,2010
"Glenburn",6.02,2010
"Glenluce",4,2010
"Glenlyon",8.65,2010
"Glenmore",6.93,2010
"Glenroy",1766.33,2010
"Gnarwarre",16,2010
"Goldie",11.48,2010
"Gordon",24.14,2010
"Gowanbrae",1198.82,2010
"Grangefields",41.18,2010
"Grantville",91.28,2010
"Greendale",8.21,2010
"Greenhill",13.42,2010
"Greensborough",1267.52,2010
"Greenvale",368.79,2010
"Grovedale",2017.58,2010
"Gruyere",27.21,2010
"Guildford",12.08,2010
"Guys Hill",93.42,2010
"Hadfield",1766.93,2010
"Hallam",1934.64,2010
"Hallora",25.05,2010
"Hallston",11.67,2010
"Hamlyn Heights",1631.46,2010
"Hampton",2219.58,2010
"Hampton East",2220.54,2010
"Hampton Park",1273.48,2010
"Harkaway",94.47,2010
"Harkness",267.91,2010
"Harmers Haven",82.98,2010
"Hastings",586.84,2010
"Hawthorn",2092.54,2010
"Hawthorn East",2270.93,2010
"Healesville",46.74,2010
"Heath Hill",23.8,2010
"Heathcote Junction",81.65,2010
"Heatherton",691.37,2010
"Heathmont",1450.84,2010
"Heidelberg",1752.5,2010
"Heidelberg Heights",2193.21,2010
"Heidelberg West",2134.02,2010
"Hepburn",227.25,2010
"Hepburn Springs",182.64,2010
"Herne Hill",2293.81,2010
"Hesket",16.45,2010
"High Camp",6.03,2010
"Highett",2229.85,2010
"Highlands",5.19,2010
"Highton",1484.12,2010
"Hillside",1578.68,2010
"Hmas Cerberus",102.39,2010
"Hoddles Creek",17.18,2010
"Homewood",6.04,2010
"Hopetoun Park",113.6,2010
"Hoppers Crossing",2242.03,2010
"Howes Creek",5.42,2010
"Hughesdale",2349.55,2010
"Humevale",11.81,2010
"Huntingdale",2604.35,2010
"Hurstbridge",134.39,2010
"Indented Head",758.94,2010
"Ingliston",5.12,2010
"Inverleigh",16.06,2010
"Inverloch",107.83,2010
"Iona",35.89,2010
"Irishtown",5.92,2010
"Ivanhoe",1688.64,2010
"Ivanhoe East",1402.7,2010
"Jacana",1311.71,2010
"Jam Jerrup",28.7,2010
"Jan Juc",734.26,2010
"Jeetho",17.25,2010
"Jindivick",22.08,2010
"Jumbunna",23.75,2010
"Junction Village",741.79,2010
"Kalkallo",30.46,2010
"Kallista",33.6,2010
"Kalorama",37.1,2010
"Kangaroo Ground",35.19,2010
"Kardella",23.46,2010
"Kardella South",37.47,2010
"Kealba",1212.38,2010
"Keilor",580.47,2010
"Keilor Downs",1865.56,2010
"Keilor East",1412.29,2010
"Keilor Lodge",1947.48,2010
"Keilor North",33.29,2010
"Keilor Park",1267.19,2010
"Kensington",2333.19,2010
"Kernot",14.46,2010
"Kerrie",10.39,2010
"Kerrisdale",6.54,2010
"Kew",1667.43,2010
"Kew East",1150.01,2010
"Keysborough",1109.19,2010
"Kilcunda",63.13,2010
"Killingworth",8.32,2010
"Kilmore",119.52,2010
"Kilmore East",11,2010
"Kilsyth",1259.47,2010
"Kilsyth South",1060.06,2010
"Kinglake",12.96,2010
"Kinglake Central",15.14,2010
"Kinglake West",21.28,2010
"Kings Park",2422.38,2010
"Kingsbury",1914.55,2010
"Kingsville",2631.63,2010
"Knoxfield",1771.83,2010
"Kongwak",20.23,2010
"Koo Wee Rup",95.6,2010
"Koo Wee Rup North",38.39,2010
"Koonwarra",30.87,2010
"Kooroocheang",5.88,2010
"Koorooman",25.83,2010
"Kooyong",1287.55,2010
"Koriella",4.46,2010
"Korobeit",10.49,2010
"Korumburra",111.62,2010
"Korumburra South",19.95,2010
"Korweinguboora",4.15,2010
"Krowera",16.99,2010
"Kurunjang",856.9,2010
"Kyneton",92.2,2010
"Kyneton South",15.26,2010
"Labertouche",25.88,2010
"Lake Eildon",0.32,2010
"Lal Lal",9.54,2010
"Lalor",1742.85,2010
"Lance Creek",24.54,2010
"Lancefield",29.13,2010
"Lang Lang",38.8,2010
"Lang Lang East",25.79,2010
"Langdons Hill",9.05,2010
"Langley",8.6,2010
"Langwarrin",733.47,2010
"Langwarrin South",299.43,2010
"Lara",274.42,2010
"Lardner",36.95,2010
"Launching Place",50.57,2010
"Lauriston",14.84,2010
"Laverton",1343.13,2010
"Laverton North",1789.56,2010
"Leonards Hill",4.07,2010
"Leongatha",228.27,2010
"Leongatha North",22.55,2010
"Leongatha South",19.5,2010
"Leopold",461.96,2010
"Lerderderg",0.12,2010
"Lethbridge",30.6,2010
"Lillico",51.61,2010
"Lilydale",536.65,2010
"Limestone",2.02,2010
"Little Hampton",16.89,2010
"Little River",22.77,2010
"Loch",27.23,2010
"Loch Valley",0.02,2010
"Long Forest",32.19,2010
"Longwarry",65.98,2010
"Longwarry North",58.95,2010
"Lorne",33.94,2010
"Lovely Banks",146.87,2010
"Lower Plenty",557.99,2010
"Lynbrook",1218.11,2010
"Lyndhurst",403.76,2010
"Lyonville",6.66,2010
"Lysterfield",185.75,2010
"Lysterfield South",241.27,2010
"Macclesfield",25.12,2010
"Macedon",49.14,2010
"Macleod",1516.18,2010
"Maddingley",196.75,2010
"Maidstone",2223.9,2010
"Main Ridge",49.67,2010
"Maintongoon",3.95,2010
"Malmsbury",31.96,2010
"Malvern",2323.59,2010
"Malvern East",1904.54,2010
"Mambourin",1.97,2010
"Manifold Heights",2762.53,2010
"Mannerim",16.29,2010
"Manor Lakes",224.42,2010
"Marcus Hill",52.62,2010
"Maribyrnong",1506.24,2010
"Marshall",802.03,2010
"Maryknoll",175.8,2010
"Marysville",3.78,2010
"Maude",14.36,2010
"McCrae",1044.46,2010
"McKinnon",2375.96,2010
"McMahons Creek",0.52,2010
"Meadow Heights",1838.38,2010
"Meeniyan",40.32,2010
"Melbourne",1467.17,2010
"Melbourne Airport",291.38,2010
"Melton",534.72,2010
"Melton South",1487.28,2010
"Melton West",831.36,2010
"Mentone",2287.91,2010
"Menzies Creek",48.82,2010
"Meredith",13.07,2010
"Mernda",319.33,2010
"Merricks",37.46,2010
"Merricks Beach",262.87,2010
"Merricks North",35.23,2010
"Merrimu",36.1,2010
"Metcalfe East",11.68,2010
"Mickleham",38.26,2010
"Middle Park",2149.43,2010
"Middle Tarwin",14.53,2010
"Mill Park",1781,2010
"Millbrook",13.99,2010
"Millgrove",97.68,2010
"Mitcham",1700.34,2010
"Modella",26.23,2010
"Modewarre",24.17,2010
"Moggs Creek",79.3,2010
"Molesworth",3.97,2010
"Mollongghip",9.81,2010
"Monbulk",216.42,2010
"Monegeetta",23.01,2010
"Monomeith",14.56,2010
"Mont Albert",1889.86,2010
"Mont Albert North",1725.78,2010
"Montmorency",1463.96,2010
"Montrose",415.33,2010
"Moolap",252.87,2010
"Moonee Ponds",2167.25,2010
"Moorabbin",2702.42,2010
"Moorabbin Airport",639.52,2010
"Moorabool",26.17,2010
"Moorooduc",88.74,2010
"Mooroolbark",1228.9,2010
"Moranding",10.67,2010
"Mordialloc",2017.06,2010
"Moriac",86.19,2010
"Mornington",1288.98,2010
"Morrisons",5,2010
"Mount Burnett",16.68,2010
"Mount Cottrell",33.47,2010
"Mount Dandenong",42.75,2010
"Mount Doran",15.01,2010
"Mount Duneed",53.19,2010
"Mount Eccles",17.29,2010
"Mount Eccles South",16.6,2010
"Mount Egerton",13.21,2010
"Mount Eliza",868.02,2010
"Mount Evelyn",394.82,2010
"Mount Franklin",10.54,2010
"Mount Macedon",20.99,2010
"Mount Martha",718.1,2010
"Mount Moriac",25.97,2010
"Mount Prospect",12.6,2010
"Mount Toolebewong",3.04,2010
"Mount Wallace",7.71,2010
"Mount Waverley",1826.74,2010
"Mountain View",18.13,2010
"Moyarra",22.07,2010
"Mulgrave",1867.37,2010
"Murgheboluc",14.93,2010
"Murrindindi",2.09,2010
"Murrumbeena",2183.16,2010
"Musk",25.63,2010
"Musk Vale",10.64,2010
"Myrniong",14.78,2010
"Nangana",13.77,2010
"Nar Nar Goon",61.76,2010
"Nar Nar Goon North",27.03,2010
"Narbethong",2.37,2010
"Narre Warren",1588.84,2010
"Narre Warren East",83.41,2010
"Narre Warren North",410.69,2010
"Narre Warren South",1412.59,2010
"Nayook",17.87,2010
"Neerim",27.71,2010
"Neerim East",4.85,2010
"Neerim Junction",22.04,2010
"Neerim North",7.16,2010
"Neerim South",33.06,2010
"Nerrena",24.23,2010
"New Gisborne",111.29,2010
"Newbury",16.76,2010
"Newcomb",1635.57,2010
"Newham",19.82,2010
"Newhaven",236.69,2010
"Newlyn",24.87,2010
"Newlyn North",28.03,2010
"Newport",2008.46,2010
"Newtown",1971.68,2010
"Niddrie",2167.06,2010
"Nilma",115.78,2010
"Nilma North",34.88,2010
"Noble Park",2264.46,2010
"Noble Park North",2066.26,2010
"Noojee",3.98,2010
"Norlane",2279.43,2010
"North Blackwood",10.89,2010
"North Geelong",1918.7,2010
"North Melbourne",2284.19,2010
"North Shore",1245.12,2010
"North Warrandyte",141.8,2010
"North Wonthaggi",334.34,2010
"Northcote",2359.03,2010
"Notting Hill",2163.04,2010
"Nulla Vale",4.69,2010
"Nunawading",1920.55,2010
"Nutfield",24.01,2010
"Nyora",43.89,2010
"Oak Park",2161.09,2010
"Oaklands Junction",29.03,2010
"Oakleigh",2232.59,2010
"Oakleigh East",2174.38,2010
"Oakleigh South",1486.77,2010
"Ocean Grove",983.01,2010
"Officer",206.12,2010
"Officer South",18.84,2010
"Olinda",30.8,2010
"Ormond",2295.69,2010
"Outtrim",17.67,2010
"Pakenham",414.37,2010
"Pakenham South",43.9,2010
"Pakenham Upper",35.16,2010
"Panton Hill",44.84,2010
"Paraparap",16.37,2010
"Park Orchards",383.97,2010
"Parkdale",2380.99,2010
"Parkville",1149.57,2010
"Parwan",12.35,2010
"Pascoe Vale",2290.82,2010
"Pascoe Vale South",2166.96,2010
"Pastoria",6.42,2010
"Pastoria East",7.51,2010
"Patterson Lakes",1490.34,2010
"Pearcedale",240.32,2010
"Pentland Hills",18.77,2010
"Pheasant Creek",20.3,2010
"Piedmont",19.93,2010
"Pioneer Bay",1794.52,2010
"Pipers Creek",15.63,2010
"Plenty",256.04,2010
"Plumpton",20.21,2010
"Point Cook",693.33,2010
"Point Leo",146.29,2010
"Point Lonsdale",472.18,2010
"Point Wilson",2.78,2010
"Poowong",37.77,2010
"Poowong East",16.16,2010
"Poowong North",25.26,2010
"Porcupine Ridge",8.79,2010
"Port Melbourne",1872.49,2010
"Portarlington",346.94,2010
"Portsea",469.51,2010
"Pound Creek",16.52,2010
"Powelltown",5.59,2010
"Prahran",2638.04,2010
"Preston",2408.82,2010
"Princes Hill",2291.45,2010
"Pyalong",11.01,2010
"Quandong",2,2010
"Queenscliff",905.01,2010
"Queensferry",21.56,2010
"Ranceby",12.97,2010
"Ravenhall",292.36,2010
"Red Hill",63.43,2010
"Red Hill South",71.76,2010
"Reedy Creek",8,2010
"Reefton",0.24,2010
"Research",272.05,2010
"Reservoir",2135.66,2010
"Rhyll",108.03,2010
"Richmond",2529.88,2010
"Riddells Creek",75.34,2010
"Ringwood",1640.16,2010
"Ringwood East",1601,2010
"Ringwood North",1233.08,2010
"Ripplebrook",32.36,2010
"Rippleside",2090.8,2010
"Ripponlea",2057.77,2010
"Rochford",15.06,2010
"Rockbank",156.92,2010
"Rocklyn",12.5,2010
"Rokeby",48.4,2010
"Romsey",66.03,2010
"Rosanna",1828.51,2010
"Rosebud",1150.71,2010
"Rowsley",15.14,2010
"Rowville",1221.6,2010
"Roxburgh Park",1532.63,2010
"Rubicon",0.95,2010
"Ruby",32.15,2010
"Russells Bridge",22.11,2010
"Ryanston",16.38,2010
"Rye",1299.05,2010
"Rythdale",28.63,2010
"Safety Beach",1108.72,2010
"Sailors Falls",14.33,2010
"Sailors Hill",34.08,2010
"San Remo",160.75,2010
"Sandhurst",525.02,2010
"Sandon",9.01,2010
"Sandringham",2021.86,2010
"Sassafras",65.81,2010
"Scoresby",985.04,2010
"Seabrook",2249.93,2010
"Seaford",1578.44,2010
"Seaholme",1779.77,2010
"Seaview",9.61,2010
"Seddon",2782.87,2010
"Selby",66.32,2010
"Seville",120.14,2010
"Seville East",71.35,2010
"She Oaks",17.82,2010
"Shelford",6.16,2010
"Shepherds Flat",9.17,2010
"Sherbrooke",22,2010
"Shoreham",80.65,2010
"Sidonia",5.84,2010
"Silvan",95.81,2010
"Silverleaves",494.58,2010
"Skye",342.03,2010
"Smeaton",14.83,2010
"Smiths Beach",1013.29,2010
"Smiths Gully",12.83,2010
"Somers",238.66,2010
"Somerton",1532.23,2010
"Somerville",389.48,2010
"Sorrento",1384.9,2010
"South Dudley",403.28,2010
"South Geelong",2107.3,2010
"South Kingsville",2138.11,2010
"South Melbourne",2595.25,2010
"South Morang",628.18,2010
"South Wharf",2117.48,2010
"South Yarra",2137.27,2010
"Southbank",2087.23,2010
"Spargo Creek",5.59,2010
"Spotswood",1602.39,2010
"Spring Hill",9.32,2010
"Springbank",17.69,2010
"Springfield",8.94,2010
"Springvale",1851.91,2010
"Springvale South",1786,2010
"St Albans",2314.34,2010
"St Albans Park",1262.72,2010
"St Andrews",21.94,2010
"St Andrews Beach",768.49,2010
"St Clair",16.86,2010
"St Helena",1193.8,2010
"St Kilda",2026.17,2010
"St Kilda East",2351.55,2010
"St Kilda West",1905.8,2010
"St Leonards",241.13,2010
"Staughton Vale",7.44,2010
"Steels Creek",14.38,2010
"Steiglitz",3.71,2010
"Stonehaven",15.28,2010
"Strangways",17.74,2010
"Strath Creek",6.42,2010
"Strathewen",12.01,2010
"Strathlea",7.19,2010
"Strathmore",1816.75,2010
"Strathmore Heights",1008.49,2010
"Strathtulloh",45.37,2010
"Strzelecki",10.86,2010
"Sugarloaf Creek",13.3,2010
"Summerlands",19.8,2010
"Sunbury",258.48,2010
"Sunday Creek",44.51,2010
"Sunderland Bay",613.97,2010
"Sunset Strip",1604.12,2010
"Sunshine",2094.4,2010
"Sunshine North",1855.09,2010
"Sunshine West",2175.61,2010
"Surf Beach",565.34,2010
"Surrey Hills",2041.77,2010
"Sutherlands Creek",18.33,2010
"Swan Bay",9.4,2010
"Swan Island",78.86,2010
"Sydenham",2097.31,2010
"Taggerty",6.32,2010
"Tallarook",10.53,2010
"Tantaraboo",16.35,2010
"Taradale",11.55,2010
"Tarilta",12.84,2010
"Tarneit",411.06,2010
"Tarrawarra",17.07,2010
"Tarwin",11.75,2010
"Tarwin Lower",10.55,2010
"Taylor Bay",16.91,2010
"Taylors Hill",1839.64,2010
"Taylors Lakes",1950.12,2010
"Tecoma",411.78,2010
"Teesdale",42.77,2010
"Templestowe",808.39,2010
"Templestowe Lower",1676.31,2010
"Tenby Point",255.51,2010
"Tetoora Road",19.45,2010
"The Basin",508.11,2010
"The Gurdies",22.2,2010
"The Patch",110.41,2010
"Thomastown",1638.31,2010
"Thomson",2169.53,2010
"Thornbury",2364.43,2010
"Thornhill Park",33.09,2010
"Thornton",12.93,2010
"Three Bridges",4.45,2010
"Tonimbuk",13.8,2010
"Toolangi",3.05,2010
"Toolern Vale",23.59,2010
"Tooradin",112.05,2010
"Toorak",2233.22,2010
"Tootgarook",1949.13,2010
"Torquay",463.02,2010
"Torwood",21.94,2010
"Tottenham",2706.71,2010
"Travancore",1703.54,2010
"Trawool",5.1,2010
"Tremont",15.66,2010
"Trentham",30.14,2010
"Trentham East",10.53,2010
"Trida",7.01,2010
"Truganina",239.62,2010
"Tuerong",32.86,2010
"Tullamarine",2174.73,2010
"Tyaak",11.21,2010
"Tyabb",254.74,2010
"Tylden",18.25,2010
"Tylden South",17.97,2010
"Tynong",60.26,2010
"Tynong North",23.38,2010
"Upper Ferntree Gully",602.85,2010
"Upper Plenty",19.58,2010
"Upwey",463.18,2010
"Vaughan",9.18,2010
"Ventnor",76.11,2010
"Venus Bay",219.89,2010
"Vermont",1634.08,2010
"Vermont South",1411.79,2010
"Vervale",34.28,2010
"Viewbank",1017.9,2010
"Wallace",32.92,2010
"Wallan",113.49,2010
"Wallington",90.05,2010
"Wandana Heights",816.32,2010
"Wandin East",113.29,2010
"Wandin North",203.86,2010
"Wandong",48.82,2010
"Wantirna",1240.57,2010
"Wantirna South",1099.96,2010
"Warburton",9.38,2010
"Warneet",231.51,2010
"Warragul",355.37,2010
"Warragul South",33.92,2010
"Warragul West",30.4,2010
"Warrandyte",259.34,2010
"Warrandyte South",206.24,2010
"Warranwood",973.98,2010
"Waterford Park",1060.84,2010
"Waterways",935.71,2010
"Watsonia",1840.62,2010
"Watsonia North",1336.52,2010
"Watsons Creek",28.76,2010
"Wattle Bank",23.8,2010
"Wattle Glen",88.02,2010
"Waurn Ponds",223.43,2010
"Weir Views",13.56,2010
"Wensleydale",3.93,2010
"Werona",6.53,2010
"Werribee",872.9,2010
"Werribee South",143.52,2010
"Wesburn",23.59,2010
"West Creek",18.93,2010
"West Footscray",2410.24,2010
"West Melbourne",1853.85,2010
"Westmeadows",1127.59,2010
"Whanregarwen",5.64,2010
"Wheatsheaf",5.1,2010
"Wheelers Hill",1458.65,2010
"Whitelaw",19.24,2010
"Whittington",2341.23,2010
"Whittlesea",54.77,2010
"Wild Dog Valley",14.92,2010
"Wildwood",15.31,2010
"Williams Landing",915.43,2010
"Williamstown",1954.21,2010
"Williamstown North",1864.59,2010
"Willowmavin",9.84,2010
"Wimbledon Heights",1501.56,2010
"Winchelsea",22.93,2010
"Winchelsea South",17.28,2010
